sentimen	Tweet
0	apa yang lebih penting sekolah or karir semuanya bagiku penting tapi kalo disuruh milih kayaknya aku pilih sek 
0	karena aku anak kos jadi sangat lumayan kalo dapet giniann huee ayo menangin aku kaaak 
-1	katanya dia pengkhianat nah pengkhianat darimananya ituu aku gangertii
-1	dah la pinjam hotspot orang lepastu bilalow dok maki2 internet org kau taktau aku nk guna internet punlowbb kau 
0	ndang di coba mesthi kasil terbukti kasiate dan dudidam aku padamu i love you i can t stop loving you oh darling j 
0	nanti aku ws kau k
-1	kok aku kntol
0	keinginan jujur kalau kebutuhan mungkin lebih bisa disebut pasangan hidup dalam artian kita membutu 
0	krt kakakku ada tugas kuliah menganalisis lagu nah temennya milih lagu ini ditengah tengah presentasi dosen pengamp 
-1	kembalikan mata kamu allah menitipkan matamu di dalam keadaan yang bersih maka kembalikan mata itu 
0	baca lagi mau resign kerja pastikan kamu lakukan dengan terhormat 
0	kalo misal dia atasanmu nanti di masa depan gimana jadi diumur 35 kamu punya atasan yang masih umur 25 tahun dia 
1	bro anak ramai tu bukti jantan lelakiiapa cakap anak tu anugerah allah yang telah diberi kepada kita supaya ja 
1	betul lah orang kata bila kita terlalu rapat satu hari kita akan renggang yang sangat renggang and now i believe those 
1	hayuk lah kita ngehype bareng
0	dg korban yg sudah teridentifikasi katakan utk segera dimakamkan dia jg memerintahkan 
0	ibu ratnaarumpaet dalam kondisi babak belur pagi ini rumahakit masih dirahasikan karena beliau masih dalam kondisi trau 
1	jadi begini sayang kamu hanya perlu memilih mana yang menginginkanmu hanya di saat waktu luangnya atau yang menginginkanm 
-1	kamu kenapa ehhh kok marahh 
0	sejenis mereka ya 
0	soal perasaan cewek susah ditebak karena mereka suka bingung memilih tapi begitu mereka menentukan mereka bakal jalanin selama mungkin 
-1	buat anak anak ku yang tidak bersungguh sungguh dalam pembelajaranmu hanya tidur main phone whatapps dan membuang wak 
0	dulu kita rapat sangat terlampau rapat tapi sekarang dah macam tak kenal antara satu sama lain aku dah agak benda 
1	setuju bangettttt bulan ini ada dia nih diurabaya 
-1	komunis itu mirip seperti buaya kalau mulutnya menganga kita tidak tahu apakah dia sedang tersenyum atau siap siap men 
0	orang laki pula cuba tips ni iron baju sendiri kalau rasa susah cuba letak kat kepala konek panas kan jangan gatai 
0	kurs hari ini di ibank harga emas lagi turun loh soo buruan deh beli emas batangan sebelum harga emas naik lagi d 
-1	salahnya karena kamu mengharamkan memilih pemimpin lalu letak haramnya dimana pilih pak klo anda cerdas tunjuk 
1	kalau sayang dia berdoa pada allah minta allah jaga dia untuk kita 
1	orang di header kamu kok ganteng dan menawan sekali siapa sih namanya
0	gpp klo kita tahun kmrn kan perform di amas ngga cuma dadah2 trus tahun skrng bangtan masuk nominas 
0	setelah tuker tiket gw langsung antri pertama unt fanmeetingtray kidsetelah antrian efisien untuk pemeriksaan 
0	alleta kristaahabat baik juan dan janneangat dekat dengan si kembar karena mereka memiliki hobby yan 
-1	saya anti pki pak ada masalah 
-1	innalillahi wainna ilaihi rojiun telah berpulang ke rahmatullah adinda kita rahmi hildayantikarna bencana gempa dan sua 
0	kan kamu cowo cantik by 
1	saat kau berpikir tentang orang yang cantik dan tampan pikirkanlah bahwa kau adalah bagian dari mereka 
-1	kita suka crush tapi crush tak pandang kita itu perih kita suka crush tapi dia suka member kita itu teramat perih haha 
0	bantuan dari pemerintah sangat diharapkan oleh saudara kita yang berada di palu dan sekitarnya gerakcepatuntukpalu https 
1	ada rezeki sikit belanja lah kawan makan tak rugi pun malah bertambah lagi rezeki kita 
-1	bencana adalah bencana ada duka dan kehilangan ada saudara saudara kita yang butuh dukungan dan santunan kiranya tid 
0	antara sebab aku masih cintakan uia ada saja insan insan yang memikirkan perut orang lain ada saja cara mereka unt 
1	satu hal yg gw suka banget dari komunitas k pop thailand tuh mereka tertib banget walo gak digiring petugas pas n 
1	selamat hari batik nasional identitas kita kebanggaan kita budaya kita budaya indonesia haribatiknasional 
-1	ibu dipukuli olehekelompok orang dibandung hingga babak belur innalillahiegituadisnya mereka memu 
1	nctzh sayanggg morning kiss dulu dong nanti yaa hmm masi ngantuk ih kamu mah orang uda siap juga i 
1	ini yg bikin kita dulu kerja dg tenang di aceh dan yogya 
1	dapat info dari adek semoga kita semua terlindungi oleh tuhan ya 
-1	lebih baik kurang kawan daripada ramai kawan sebab takut mereka cakap belakang pasal kau dan tikam kau 
0	7ebab kita masih hidup 1 nak bagi peluang brtaubat 2 nak kuatkn hati tak terubat 3 peluang berbakti org tersyg 4ur 
-1	ketika orang lain menilai mereka menilai apa yang mereka lihat dan pikirkan ketika mereka berpikir diriku buruk maka burukl 
0	untuk tahun ini kita ambil gaya kustom chopper motornya sampai saat ini masih dalam tahap pengerjaan ucap lulut 
-1	raja arabaudialman bin abdulaziz menelepon saya berbelasungkawa atas bencana gempa bumi dan tsunami diulawesi tengah sek 
0	pak jika bapak tunda pertemuan imf wb insyallah elektabilitas bapak meningkat demi palu donggala saran saya 
-1	jujur sebenarnya kita tak boleh nak kata satu kejadian berlaku tu adalah bala kejadian yang berlaku di indo baru ni barangk 
0	rlt kalau kamu tau ini kayanya kita seumuran deh 
-1	betul lah orang kata bila kita terlalu rapat satu hari kita akan renggang yang sangat renggang and now i believe thos 
0	askmf kenapa sedikit yang buat thread tentang hutan pada hal hutan juga menyimpan sejuta misteri yang belum kita ketahu 
-1	nyimak korban palu lagi cerita kondisi pas terjadi bencanaaat itu tidak ada pemerintah daerah yg hadir nggak ada satu 
0	ternyata temennya temenku juga ngalamin hal yang sama banyak cuy yang dikerjain sama mereka 
-1	jadi student ni kena pandai bawa diri kena ingat tak semua kawan akan sentiasa ada dengan kita kalau tak boleh independe 
1	parfume favorite yang sering kamu pake apa zee casablanka 
0	solat bukan sebab kita baik solat sebab kita hamba 
1	ayooo buat kamu yang mau dukung langsung kontestan favoritmu buruannn datang ke teater garuda tmii amp hubungi nomor tele 
-1	dari mereka yg dulu sempat kemakan fitnah soal fpi 
-1	hati2 dgn rezim otoriter orde baru yg berupaya bangkit dari kuburnya dgn menebar isu pki dsb jangan buang waktu deba 
-1	tapi jujur nder omongan kamu bikin saya sakit hati loh saya sama army yang lain ngevote sana sini sampe bts 
1	drama allahwt sungguh luar biasa dia buka bobroknya rezim ini satu per satu dengan menun 
0	hayoooo lho 
-1	jangan memaksa kamu bukan siapa siapa 
1	meski kanker paru stadium 4b saya tetap berusaha melayani media dan masyarakat dengan baik untuk rekan penyintas kanker j 
1	hidup ini kamu yg jalani lakukan apapun yg ingin kamu lakukan tapi pastikan itu sebuah cerita yg kelak pantas tuk diceritakan 
0	babah tadi kan sejen ugut tak nak makan ayam goreng dengan kita babab dia tu
0	sebelum masuk hall kita dikasih kartu undian yang bs di scratch pilihan benefitnyapecial eventpecial gift 
0	anggun shared a video to the group jokowi presiden ri 2019 cawapres kita 2019tetapbersaudara
0	cawapres nih
0	kenapa nak tidur tak ajak kita sekali masuk bilik 
0	kita tak ws dia sebab dia kata busy assignment online katanya tengok note kt ws rupanyan time aku tak ws tu dia menggatal de 
0	ayo netizen kita polling sekarang siapakah yg memukuli bu ratnaarumpaet bpk 1 bpk 
1	setiap orang memerlukan dorongan dan pujian untuk tumbuh jangan cepat mencela ingat kamu dapat mengkritik tanpa harus mencela 
0	lebih baik kamu umumin ketika di depan pintu masuk theater untuk member
1	pak topo semoga sehat kembali tapi kenapa mention raisa pak kalau belum bisa move on dari raisa kontak saya pak nanti 
0	kamu pernah berjuang demi olahraga yang kamu cintai ceritakan kisahnya di kompetisi menulis ilovesport 
-1	ibu ratnaarumpaet dalam kondisi babak belur pagi ini rumahakit masih dirahasiakan karena beliau masih dalam kondisi trau 
0	orang perempuan cuba tips niebelum pakai tudung korang mesti gosok tudung kan apa kata korang letak jari kat sterik 
0	tahan shohibul tahan kita harus mendengarkan ijtima' ulama 3 untuk menentukan apakah itu gemp 
-1	thank youeptember what i learn from you biar la orang buat jahat dengan kita amp kita terima je la manusia dengki ni ada 
0	tahukah kamu tanggal 2 oktober 2009 lalu batik telah ditetapkan sebagai warisan budaya indonesia oleh unesco y 
-1	support brother kita ni walaupun tutup muka tapi apa yang dia katakan betulpread this sampai dato alif delete mv bodoh 
-1	saat suatu hubungan berakhir bkn berarti 2 org berhenti saling mencintai mereka hny berhenti saling menyakiti 
-1	jangan iri atas keberhasilan oranglain karena kamu tidak mengetahui apa yang telah ia korbankan untuk mencapai keberhasilannya itu 
1	untuk mencapai tujuan akhirmu kamu harus bersabar tobi
1	bisa membuat rakyat gembira meski tanpa diberi hadiah sembako atau sepeda dah cukup lah itu 
-1	dan janganlah kamu mengusir orang orang yang menyeru tuhannya di pagi dan petang hari sedang mereka menghendaki keridh 
0	fanmeeting berjalan sekitar 30 menit lanjut event hi touch pas hi touch gw sempet bilang sama felix kamu sehat 
0	hm
-1	kita dah buat yang terbaik tapi masih tetap rasa kecewa 
0	ya kalo gitu silahkan lah kamu ngevote dan streaming mv idol kamu jangan cuma ngedrag idol lain bts sebesar 
1	kebahagiaan hanya akan menjadi nyata saat kita berbagi jalanjalanin
0	terkadang di dalam perjalanan yang mulus kita sering tijalikeuh tapi kita tetap harus maju dan berlari sanajan bari ingked ingkedan 
0	cont dalam lift mijoo menekan tombol menutup dan 'g' yang akan mengantarkan mereka menuju lantai dasar gedung 
-1	dri pada kamu tuh rinso meong
0	kamu juga jangan lupa lunch
-1	tidakemua mimpi dan harapan akan terwujud sesuai dengan keinginan kita orochimaru naruto
0	salam semua mntk bantuan sikit gunakan kuasa twitter utk tweet ni jika anda sayangkan mak ayah adik abang kakak sauda 
0	buat gw talent itu gak cukup kalo cuma talent smua penyanyi n artist di dunia bisa go intl uk artist gak cuma ed latin 
0	mohon segera kirim tim ke daerah daerah terpencil pula mereka bukan tak ingin masuk ke kota menjemput b 
1	sehebatepaduekuat macam mana pun hubungan persahabatan kitaatu je aku mintak jangan kacau time aku nkolat 
1	kenapa orang ingat ex tinggal kita sebab rupa eh tak semestinya lol 
-1	kebanyakan manusia akan sentiasa nampak 1 kesilapan yang kita lakukan walaupun mungkin kita telah buat 1000 kebaikan 
-1	jika benar dianiaya artinya mereka sudah mulai https 
-1	kita semua ada stalker omgiapa punya bf or gf yang jealous lalutalk 
-1	dari awal kan sudah jelas kalau hanya sekelas tukang mebel tidak akan mampu mengurus negaraebesar indonesia kita but 
0	lain kali kita jumpa sia akan izini urang jadi pacara sehari mari lihat sejauh apa kau q 
1	coba dong kalimat sabar ya kalau jodoh gak ke mana diganti dengan relain aja nanti juga kamu paham alasannyaeenggak 
1	ada orang rindu kita 
1	yeeeaaaayyyy wargaurabaya kudu ikut bangga ketika bu risma akhirnya meraih 2018 un habitatcroll of honour aw 
0	mulai sekarang harus punya pegangan how to survive menghadapi bencana here it is a lifeguard literallyimpan karen 
0	wajib hargai lima orang ni 1etia saat kita susah 2enyum saat kita marah 3 mendengar saat kita luah 4 ban 
1	raisameetsutopo raisameetsutopo raisameetsutopo mari kita wujudkan 
-1	nanti kita akan mendengar polisi kesulitan menangkap pelaku 
-1	setinggi apapun lulusan universitasmu setinggi apapun kecerdasanmu bila berada dikubu sebelah jgn harap kalian bisa ce 
-1	ngangkang nih aku siap ditusuk kamu 
1	di grup2 wag pada ngomongin gempa postang posting artikel geologi bagus biar pada kita semua peduli kita ini tinggal 
0	melalui bursa inovasi desa mari kita wujudkan desa yang maju mandiri dan terdepan bidpelalawan tppiriau 
-1	pengamal seks tanpa kawin kalau betul anggap perbuatan itu baik mesti dia suka bila anak dara dia diusung lelaki bel 
0	org bp nya yg ga mau deket2 lagian mereka promoin bp jg krn pengen carmuk ke blink lah followersnya 
0	kamu buci
1	emak emak di bali yg bergabung ke dlm pun ingin 2019gantipresiden yes yes yes yuk mak kita dukung 
1	selamat hari batik nasional mari kita jaga warisan budaya indonesia batik indonesia nasionalisme eztudia 
-1	memberi kamu kesempatan lagi sama seperti menusuk pisau ke jantung saya lagi 
0	pendirian pas berkenaan penangkapan para ulamak dan aktivis islamea tindakan mahkamah terhadap mereka parti islame m 
-1	pt emm dalam pengaduan ke dpraenin 1 10 mereka menolak eksploitasi oleh pt emmebagaimanaikap warga beu 
0	teruk juga freak storm di kelang moga org2 kelang tabah menghadapi musibah ini tunggu pu amin punya tweet on this nanti 
0	kalo tsel minimal beli pulsa nya 25rb jadi kamu kudu isi gopay 15rb sekian buat dapetin pulsanya
0	tragedi kemanusiaan memang membutuhkan pelibatan semua pihak pak dan pimpinlah gerakan kemanusiaan tersebut pak karena 
-1	mungkin mereka lelah 
1	bantulah saudara2 kami tuhan selamatkan mereka semua jauhkan saudara2 kami dr segala cobaan dan marabahay 2019tetapjokowi
0	sewaktu tsunami acheh saya ada membuat kenyataan tentera kita dan negara oic digerakkan utk membantu menunaikan fardhu 
0	hari batik nasional salam takzim dari kota batik smoga pak amp bang mampu membawa indon 
0	rion sehingga milik mereka berdua masih saling bergesekan perlukah aku membuka braku hm atau kau 
1	pancasila mengajarkan kita bagaimana gotong royong bekerja sama toleransi dan menjadi indonesia ditengah kedukaan menda 
-1	astagfirullah nakal kamu y
1	dear team fpi dari rakyat indonesia mengucapkan terima kasih yg tak terhingga atas pengorbanan waktu tenaga demi membantu 
-1	jangan iri kamu punya pacar sendiri
1	semoga swt menjadikan kita orang yang memiliki ilmu dan tak pernah lelah untuk mencari ilmu 
0	aku ada beberapa perintilan ipu buat kamu aja asal di rawat
1	omg kamu harus melihat ini bigolive gt tipis guys 
0	kok pancaindra ku ada di neraka gareng ke penjaga neraka yamadipati krn pancaindra mu mengecohmu bhw yg peduli terd 
0	sepertinya kita udah kenal sebelumnya ya 
0	dear pencinta ilc diskusi kitaelasa pkl 20 00 besok berjudul mengapa di negeriku terjadi bencanaelamat menyaksikan 
-1	tak kunjungi korban gempa nanti malah merepotkan tim gabungan tni polisi amp basarnas perl 
0	giveaway 1 tote bag logo uni tyaratnya 1 tweet ini 2 reply dengan nama member uni t favorit kamu end 20 o 
0	delapan truk bbm mendapatkan pengawalan ketat menujuulawesi tengah yang akan dibagi di beberapa titik mohon masyarak 
0	avaaail dear yuk check steller duluiapa tau kita cocok 
-1	waduh kebangetan sama emak2
0	nah karena pengalaman samatray kids gw blg keecretlymind nanti bs maju klo para pemegang kuponpecial event 
0	kita dah habis baik dah layan mak bapak dia tengok lah dia layan mak kita mcmana ok takpe kita tunggu je nasib dia
1	abis pelukan kamu hangat siiih
-1	kita bertanya bang cepat tanggap kasus lain tp tuli dan lamban manakala peristiwa menyangkut lapindo 
-1	katanya pemain inti dihukum 5x tanpa main lalu supporternya ko cuma setengah musim mereka kan pembunuh jangan ditutupin
0	rlt ada yg ngeship mereka ga 
-1	hanya rindu ok fiks aku rindu saat dimana kita kumpul bareng baek bareng bandel bareng apalagi sama ade kelas 
0	saya support cadangan jangan pakai bra jimat duit tetek tak lemas kalau jatuh tu biasa la hidup kita ni bukan sentia 
-1	aerizenini mutualanama aku kita nangis barengan huhuhuhuhu auto follback ya dn aku ada buahemangka nya
-1	kamu ganteng ih tapi nyebelin ah gt lt 
1	polpolan polingpolingcantik todei motif batik yg kamu suka 
0	mau aja ntar kita sekalian buka jasa angkut antar kotaumpah gapapa 
1	asik yaa twitteran terus nengok ngeliatin doang belajar caa lha kamu belajar ga engga hahahaha yeu pen gua tebas rasanya 
-1	alamak nih peritt wehhh lagi perit dari dia blurr kan gambar kitaaa 
0	dia tak tengok kita buat kerja boleh sembanglah cakap itu ini padahal week 14 course aku paling sibuk sekali smh 
-1	kita putus ya kamu terlalu baik buat aku oh iya tentuuuu aku emang baik aku emang ga pantas sama kamu yang bajingan 
-1	jadi intinya kalau kamu jatuh cinta ya harus siap untuk patah hati karena orang yg kamu percayai untuk menjaga hatimu baik 
0	kamu kok bisa jadi timnya pak gubernur timses pas kampanye punya link dong pns pemprov ngasih masukan di kolom kom 
1	hug kita hahaha charrrrrrr
1	kita harus mendukung batik sebagai salah satu industri kreatif yang dapat menggerakkan ekonomi nasional 
0	sholawat danholawat kita butuh syafaatnya di dunia dan di akhirat 
1	patut dicoba btw rambut temen kamu mau jadi halus dan lembut 
-1	lebih baik ditinggalkan ketimbang meninggalkan karena hanya mereka yang ditinggalkan yang punya energi berlipat lip 
0	seruan aksi kemanusiaan donasi untuk saudara saudari kita yang ada diulawesi tengah palu amp donggala dan sek 
0	berhubung gw blm masuk ke convention gw sempetin lah mampir eh gak taunya jodoh ama mx dan bisa ngeliat mereka me 
1	beranilah keluar dari zona nyaman beranilah melakukan apapun yang tidak kamu sukai asalkan itu untuk kebaikan k 
1	hahahaha pun bolehh kang suami takda bgthuu kalau free kita keluarr
0	kadang kalo itu tumbuh dewasa sifat dan jiwa kekanakan kita masih ada dan selalu ada yakan 
1	pergilah ke panti asuhan agar tau nikmatnya msh punya org tua yg menyayangi mari sayangi org tua kita 
-1	warga donggala membantah ada penjarahan kepada antara yang menjadi media pertama yang menemui mereka mereka mengharapkan 
0	jika allah tidak mengizinkan kita bersatu dengan orang yg kita cintaiemoga allah menyatukan kita dengan orang yg sa 
1	perangai mana2 cina memang begini maka jadikan peringatan kos anak cucu kita pesan2 baik bhw berbaik sesama manusia krn 
-1	sulit tuk ucapkan selamat tinggal pada dia yg kamu cinta tapi lebih sulit lagi ketika kenangan bersamanya tak hilang begitu saja nreal
0	kamu couo 
0	waktunya makan siangg jangan sampai dietmu membuat kamu kelaparan alhasil metabolismu tubuh melambat bukan m 
1	apabila suatu hari nanti terjadi hal hal di luar ingin kita aku ingin kamu percaya bahwa untukmu aku akan selalu ada m 
0	dalam hukum pidana orang yang menyuruh melakukan tindak pidana disebut 'aktor intelektual' sama2 dihukum penjara 
0	bukannya yg kemarin2 juga diajakin ya bukan mereka yg minta kecuali nicki minaj 
0	nanti ditanggal 8 10 bakal ada rakernas iwapi yg ke 28 di grand inna padang sushi mitra nah ini ada kesempatan bua 
1	selamat pagi menjelang siang taukah kamu kalau semakin hari aku semakin sayang 
1	persoalannya kita ni bile nk berjodoh ni 
-1	ini perlu kita tag gak orangnyai jijiq itu
0	tweet ini saya persembahkan untuk bangtan yg katanya overrated mari bersama2 kita atau rep disertai ht agar kaum2 pendengk 
1	ini bukan persaingan politik ini soal rakyat prestasi bapak juga adalah prestasi pemerintahan jokowi jk secara umum 
0	cukup fokus dengan apa yang kita kerjakan saat ini barber barberlife barberindonesia bekasibarber 
1	jatuh cinta itu dek tentang pantas atau tidak pantas tentang siap atau tidak siap tentang berjuang atau tidak berjuang ja 
0	kawan kita ramai yang separuh dari tu mungkin tak suka dengan kita yang suku lagi mungkin yang suka tikam kita ya 
0	kenyataannya pak prabowo bs bepergian ke luar negeri tp pak wiranto tdk bsdh tanya internal sebabnya knp ted teddy bear pi 
-1	si goblok udah tau sakit tetep ditungguin tetep diliatin kurang tolol apa kamu nak 
1	tapi kalo kata emak gua asal kamu bahagia dan tetap di jalan tuhan sama siapa aja mami restuin darip 
1	fan kita hahahahahaha
1	orang yg sukses adalah mereka yg mempersiapkan masa mudanya dengan sebuah perjuangan 
0	skrg bru aku phm knp aku xleh buat kje dlm2 opis mmg sng duduk je perah otak lg 1 kita kne tlg buatkn kje org la 
-1	kadang kita mudah dendam tapi sulit untuk membalasnya jadi daripada membuang waktu menyimpan yang tak seharusnya lebih b 
0	yaudah nanti kamu kamu like komen n subs ya
1	rebutlah peluang untuk beribadah tanpa mengira waktu dan usia sebab kita tak tau bila tiba giliran kita untuk bawa amalan ki 
1	12 08 gunakan jalur sesuai ketentuan jangan melawan arus krn rawan kecelakaan kesadaran kita keselamatan semua 
1	pasokan bbm untuk provinsiulawesi tengah sudah jalanemoga cepat dan selamat sampai di tujuan agar saudara2 kita diula 
0	kita berdua 
-1	masyaallah satu kampung pula sama aceh macam mana ini wak tak pernah ceritanya kamu itu 
-1	ngga selamanya orang lain akan menerima atau membalas kebaikan kita cukup tauin aja jangan dibikin kecewa karena itu wa 
1	hahahahaaya jd tempat curhat kamu ya dek 
0	yang pasti selama kustomfest semua luck draw kita tidak pernah gunakan mesin kecil begitu juga untuk chopper ini 
-1	kadang kamu memilih tuk sendiri karena lebih baik persiapkan diri tuk pantas dicintai ketika dia yg tepat menghampiri 
-1	banyak orang yang kesulitan meraih kesuksesan hal ini terjadi bukan karena mereka tidak memiliki pengetahuan namun gagal memaham 
0	ketibaan pemain2 man utd di training centre mereka masam je muka masing2 
1	paling suka kalau udah ngusung konsep latin gak tau kenapa suara mereka cocok 
1	kamu jugaaa 
1	jangan diam saja mari kita kawal untuk melawan ketidak adilan ini lawankemustahilan semoga ada tindakan cepat da 
1	nabi isa disebut ruhul kudus ruh suci ataujiwa yg suciudah bersihkah jiwa hati kita kalau 
0	jenis batik itu banyak banget frozzaholics batik bisa dibedakan dari teknik pembuatannya coraknya maupun daerah 
0	bts kan lagi gencar kampanye soal endviolence jdi ikutin dan dngerin mereka jd lah fandom yg lebih bijak pas kal 
0	bagi lah makan kat diorang ni kalau jumpa tak abes pon makanan kita tu 
0	penampakan chatime di plazaurabaya please buat kalian yang pake jasa mereka hargain mereka ya hal termudah yang bisa kalia 
-1	induk dari semua masalah adalah rasa dimana kamu merasa sangat tertekan karna membebani seseorang yang telah melahi 
1	harta momy amp papa berbuat baiklah kepada anak amp didiklah mereka sebaiknya kerana mereka amanah allah yg paling 
0	tuh bung dahni pemerintah tidak buta tuli ada prosedur yg harus dilalui dan kamu a 
0	miss kaya kita 3words
-1	mungkin dengan diam kita lebih faham erti kehilangan tanpa pernah ditinggalkan 
-1	sebagai jomblo sejati mungkin kita cuma bisa mencintai dengan tulus dan tak pernah ada respon 
0	cara untuk hilangkan tekanan oleh ustazah nor hafizah musa cuba amalkan lepas bangun pagi atau lepas solat atau waktu 
1	selamat ya kamu mutual aku 
-1	video dari pemerintah tidak ada bantuan kita butuh makan bantuan logistik yang tak kunjung datang membuat korban g 
0	gw smecretlymind langsung cari region antrian kita ya dengan nomor 1000an bisa dibilang kita kebagian masuk bela 
-1	jika kehilangan tak mampu memberi pelajaran mungkin tuhan punya rencana lain untukmu atau memang kamu terlalu bebal 
1	setakat ini yang betul betul dan bersungguhungguh buat kerja aku tengok ialah engkau ada masalah apa 
-1	tombol block itu hanya akan memperpanjang drama tombol mute adalah solusi agar timeline bersih dari konten orang2 yg gak 
-1	aruna besok coba mie pontianak yuk lho kamu kan muslim kok makan makanan ga halal sih iya ga pake jilbab lagi g 
-1	taknak salahkan parents sebab parents pun mungkin ada struggle yang kita tak tahu tapi nak highlight kat sini yang kanak2 
0	let s join the techies day with rayakan dan cari tahu peluang apa saja di bidang teknologi yang bisa kamu d 
-1	hendaklah mereka mereka yg memandang bahwa menikah itu pintu rezeki memikirkan ulang pandangannya ituebab banyak sekali 
0	kondoms sobat tubi mari kita biasakan kalau lagi makan di fast food chain meringankan beban orang lain 
1	lakukan yang terbaik dalam segala hal karna mengeluh itu gak akan menghasilkan apa apa kerjakan bagian kita dan b 
1	hahahahaha at least kita tau mana daun kari 
0	saya cuma sbg rakyat biasa saja bro gak apa apa kan rakyat biasa spt saya menginginkan bencana tdk dipolitisir e 
-1	gak semua org berpikiran sama dg kamu sayangku tapi kalo kamu mikir gitu ya alhamdulilah karna sejat 
1	astaghfirullah semoga allah melindungi saudara saudara kita disana dan semoga tidak ada korban jiwa
-1	turut berdukacita atas saudara kita yang mengalami musibah tsunamiemoga keluarga yang ditinggal korban jiwa diberi ket 
0	salam ustaz 1aya yakin ustaz tahu hukum merancang keluarga adalah harus jika mahu menjaga kesihatan ibu 2ela 
-1	saat ini cuma foto kamu yang menemani aku cepat pulang agar aku tak perlu
1	semoga dosa mereka diampuni 
0	giveaway karna exo dgn keanggunan menunjukkan teaser kambek ig xiumin 4okt wisudaan amp aku minta doa nya buat aku sek 
-1	mengerikan sekali ribuan orang terpendam dibawah tanah sedalam 20 meter kita doakan semoga tuhan memberikan keajaiban dan m 
1	mari jaga bumi bersama sama dengan bertanggung jawab terhadap sampah yang kita hasilkan serta menggunakan produk da 
0	ads kamu lagi cari apakincare amp kosmetik korea totebag murah masker organik ada loh bisa jadi dropshipper juga 
0	ketika kamu letih harus memperbaiki ujung sprei yang selalu lepas dan lepas terus yang sabar tak perlu mena 
0	apakah kamu adalah aku ya bukan bgstiape lo 2beer
1	walau seteruk amp tersasar mana pon kita tetaplah jaga solat 5 waktu kerana solat merupakan komunikasi kita dengan pencipta 
0	batik ditetapkan sebagai warisan budaya oleh unesco pada tahun 2009 dan setiap tanggal 2 oktober ditetapkan sebaga 
0	pak sutopooooo 
1	kebijaksanaan adalah kemampuan untuk menggambarkan orang lain sebagaimana mereka melihat diri mereka sendiri
0	ini aku perlu ngasih tahu kamu juga ga udah lama ga saling share dan dukung aktivitas satu sama lain soalnya 
-1	bagaimana kalau kita balikan ke mantan yang pernah sakiti kita gak ada yg salah dengan balikan sama mantan perb 
0	dari video ini dapat kita simpulkan klo di bts kaga ada yang waras oke sekian 
-1	sampai sini sajalah persahabatan kita ada kesalahan kita boleh tegur dan maafkan ada pula yang melampaui nilai keman 
0	kaya kita mahal ih
0	jangan lupa follow sosial media entrasol mention 5 orang teman kamu dan gunakan hashtag byebyefaktoru nutrisipalingnger 
0	pasokan bbm untuk provinsiulawesi tengah sudah jalanemoga cepat dan selamat sampai di tujuan agar saudara2 kita diul 
0	mari kita saksikan keberanian anak muda masa kini 
-1	ribet kalo punya pacar followersnya syg aku kangen kamu kangen apa sange hah kata guru aku kalo kan 
0	give away filla disruptor 2 ilotte punya jadi aku lagi mau berbagi di bulan ulang tahun ku ini rules retweet 
0	gapapa kamu bebas suka dan sayang ke siapapun mau pacarmu bejibun juga ga masalah ga ada yang berhak marah ata 
-1	mereka sibuk menyebarkan informasi bahwa di fitnah sebagai penculik padahal prabowo nya sendiri mengakui bahwa 
-1	senyum dengan senyum boleh hide apa yang kau hadapi apa yang kau rasa apa yang kau pendam dia boleh hide semua n 
0	hey kawan kawan
-1	mengapa takut pada lara sementara semua rasa bisa kita cipta 
-1	astagfirullahaladzim apa mereka ini 
-1	situasinya sudah tidak normal lagi menjadi kriminal kalau seperti ini mencegah dan tidak kondusif coba mereka 
0	aduan kita tak sia sia kementerian kesihatan arahkan cafe jebat tutup mulai harini harap ada perubahan 
0	waoow identitas kita di gemari sampai kemancan n 
0	tu yang sampai jadi macam ni bunuh diri ni macam satu escapism bagi dorang ianya adalah benda terakhir orang akan conside 
1	jangan mudah terpesona oleh rupa yang indah karena hati yang indah lebih menuntun kita pada kebahagiaan
0	selain 3 impak diatas ada 1 lagi impak muram dari smartphone addiction yakni kita jd cenderung malas dan mager un 
1	ayok kita kencan 
-1	iya njir ga ngerti lagi sama mereka 
0	duit kita habis buat mereka wkwkwk
1	untukmu yang bukan siapa siapaku banyak harap yang aku semogakan agar aku dan kamu menjadi masa depan cielah receh bet dahh 
-1	jika hidup ini mudah kamu tak akan mikir tiap malam berusaha mencari tahu mengapa kamu masih jomblo hingga saat ini 
0	kemaren kita rame2 ikut mendoakan anaknya h 
1	hidup itu seperti kopi akan enak diminum jika kamu tau bagaimana cara menikmatinya 
1	selamat hari batik nasional identitas kita kebanggaan kita budaya kita yuk lebih sering kenakan batik sebagai 
0	cinta aku ke kamu itu ibarat bulu idung idung ga akan bisa tanpa bulunya begitu jg aku tanpa kamu 
-1	muslim malaysia jangan sombong atau merasa suci kerana tiada tsunami barangkali kita sedang di uji dengan nikmat istidraj 
-1	lah situ ditegor polisi malah bilang abis ngiris singkonguami kamu pembunuh 
-1	belakangan berceceran bukti2 ttg fpi jiwa merah putih mereka kecintaan nkri mereka gerakan kemanusiaan mereka kelem 
0	mari kita berteman rt aja ya
0	mcm kamu tu fhm n tahu sgt2 ntah2 kamu msih dlm perut lg masa tu or mcm ker 
